Material,Billing Doc.,Item,SALES OFFICE CODE,EXT MAT GROUP,MatGroup3,Star Rating,Segment,Star Rating.1,Stor. Location,SALES OFFICE CODE.1,SBU,Year,Month,Week,Billing Date,Customer,Material.1,Billing Quantity ODU,Billing Quantity IDU,Tonnage,Dealer Name,Tonnage.1
RKJ50UV16U,2337003416,40,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,SATHYA AGENCIES PVT LTD,RKJ50UV16U,10,0,1.5,M/S. SATHYA AGENCIES (P) LTD.,1.5
RKM35UV16W,2333014249,20,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,NEW SAMAY MARKETING,RKM35UV16W,2,0,1,NEW SAMAY MARKETING,1
RKM60UV16U,2333014249,40,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,NEW SAMAY MARKETING,RKM60UV16U,1,0,1.8,NEW SAMAY MARKETING,1.8
RKL35UV16W3,2333014249,100,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,NEW SAMAY MARKETING,RKL35UV16W3,2,0,1,NEW SAMAY MARKETING,1
RKL35UV16W3,2329007089,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,UDUPI DISTRIBUTION CENTRE,RKL35UV16W3,3,0,1,PRAKASH RETAIL PVT. LTD.,1
RKL50UV16V3,2329007089,40,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,UDUPI DISTRIBUTION CENTRE,RKL50UV16V3,2,0,1.5,PRAKASH RETAIL PVT. LTD.,1.5
RKM50UV16VA,2329007090,90,BLR,RA-ODU,RA,I5S,Inverter,5 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,UDUPI DISTRIBUTION CENTRE,RKM50UV16VA,2,0,1.5,PRAKASH RETAIL PVT. LTD.,1.5
RKL35UV16W3,2329007091,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,MANGALORE DISTRIBUTION CENTRE,RKL35UV16W3,1,0,1,PRAKASH RETAIL PVT. LTD.,1
RKM35UV16W,2329007091,40,BLR,RA-ODU,RA,I5S,Inverter,5 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,MANGALORE DISTRIBUTION CENTRE,RKM35UV16W,5,0,1,PRAKASH RETAIL PVT. LTD.,1
RKL50UV16V3,2329007091,60,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,MANGALORE DISTRIBUTION CENTRE,RKL50UV16V3,2,0,1.5,PRAKASH RETAIL PVT. LTD.,1.5
RKL71UV16T,2329007091,100,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,MANGALORE DISTRIBUTION CENTRE,RKL71UV16T,1,0,2.2,PRAKASH RETAIL PVT. LTD.,2.2
RKM50UV16VA,2329007091,130,BLR,RA-ODU,RA,I5S,Inverter,5 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,MANGALORE DISTRIBUTION CENTRE,RKM50UV16VA,2,0,1.5,PRAKASH RETAIL PVT. LTD.,1.5
RKL35UV16W3,2333014302,60,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,RAAJ AIR COINDITIONER,RKL35UV16W3,5,0,1,RAAJ AIR CONDITIONER SERVICE,1
RE60UV16U2,2337003412,30,SBD1,RA-ODU,RA,N1S,Non Inv,1 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,RAJ REFRIGERATIONS,RE60UV16U2,5,0,1.8,RAJ REFRIGERATIONS,1.8
RKM50UV16VA,2337003417,40,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"RAJ REFRIGERATIONS,",RKM50UV16VA,25,0,1.5,RAJ REFRIGERATIONS,1.5
RKL35UV16W3,2336012483,20,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,Rakshith Office & Godown,RKL35UV16W3,2,0,1,RAKSHITH AIRCONDITION & SERVICES,1
RKL50UV16V,2336012483,40,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,Rakshith Office & Godown,RKL50UV16V,5,0,1.5,RAKSHITH AIRCONDITION & SERVICES,1.5
RKL60UV16U,2336012483,60,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,Rakshith Office & Godown,RKL60UV16U,2,0,1.8,RAKSHITH AIRCONDITION & SERVICES,1.8
RKL60UV16U,2329007077,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,RELIANCE RETAIL LIMITED,RKL60UV16U,5,0,1.8,RELIANCE RETAIL LIMITED,1.8
RKM50UV16V,2332005364,20,COK,RA-ODU,RA,I5S,Inverter,5 Star,1030,COK,RA,23-24,06) Sep,Wk 3,15/09/2023,Reliance Retail Limited,RKM50UV16V,4,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKL60UV16U,2336012510,20,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,RELIANCE RETAIL LIMITED,RKL60UV16U,5,0,1.8,RELIANCE RETAIL LIMITED,1.8
RKM50UV16V,2336012513,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,RELIANCE RETAIL LIMITED,RKM50UV16V,3,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKM50UV16V,2336012514,40,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,RELIANCE RETAIL LIMITED,RKM50UV16V,39,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKL71UV16T,2336012514,60,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,RELIANCE RETAIL LIMITED,RKL71UV16T,5,0,2.2,RELIANCE RETAIL LIMITED,2.2
RL50UV16U2,2336012514,80,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,RELIANCE RETAIL LIMITED,RL50UV16U2,5,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKM50UV16VA,2337003431,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Reliance Retail Limited,RKM50UV16VA,5,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKL50UV16V,2337003431,80,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Reliance Retail Limited,RKL50UV16V,15,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKL71UV16T,2337003432,20,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"Reliance Retail Limited,",RKL71UV16T,6,0,2.2,RELIANCE RETAIL LIMITED,2.2
RKM50UV16VA,2337003432,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"Reliance Retail Limited,",RKM50UV16VA,1,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKL50UV16V,2337003432,80,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"Reliance Retail Limited,",RKL50UV16V,14,0,1.5,RELIANCE RETAIL LIMITED,1.5
RKL71UV16T,2337003433,20,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"Reliance Retail Limited,",RKL71UV16T,5,0,2.2,RELIANCE RETAIL LIMITED,2.2
RKL50UV16V,2333014307,20,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,S R S APPLIANCES,RKL50UV16V,3,0,1.5,S R S APPLIANCES,1.5
RL50UV16U2,2306017370,30,SBD1,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"SAI TEJA INDO PLAST,",RL50UV16U2,80,0,1.5,SAI TEJA INDO PLAST,1.5
RL28UV16W1,2306017370,60,SBD1,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"SAI TEJA INDO PLAST,",RL28UV16W1,25,0,0.8,SAI TEJA INDO PLAST,0.8
RL35UV16W1,2306017370,90,SBD1,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"SAI TEJA INDO PLAST,",RL35UV16W1,5,0,1,SAI TEJA INDO PLAST,1
RE60UV16U2,2306017370,120,SBD1,RA-ODU,RA,N1S,Non Inv,1 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,"SAI TEJA INDO PLAST,",RE60UV16U2,10,0,1.8,SAI TEJA INDO PLAST,1.8
RL28UV16W1,2337003415,20,SBD1,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,SAIRAM ENTERPRISES,RL28UV16W1,10,0,0.8,SAIRAM ENTERPRISES,0.8
RE60UV16U2,2337003415,50,SBD1,RA-ODU,RA,N1S,Non Inv,1 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,SAIRAM ENTERPRISES,RE60UV16U2,1,0,1.8,SAIRAM ENTERPRISES,1.8
RKM50UV16VA,2333014284,60,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,SHARPTRONICS,RKM50UV16VA,3,0,1.5,SHARPTRONICS,1.5
RL50UV16U2,2332005359,20,COK,RA-ODU,RA,N3S,Non Inv,3 Star,1030,COK,RA,23-24,06) Sep,Wk 3,15/09/2023,Sheetal Refrigeration,RL50UV16U2,10,0,1.5,SHEETAL REFRIGERATION,1.5
RKY50UV16V3F,2332005359,40,COK,RA-ODU,RA,I3S,Inverter,3 Star,1030,COK,RA,23-24,06) Sep,Wk 3,15/09/2023,Sheetal Refrigeration,RKY50UV16V3F,10,0,1.5,SHEETAL REFRIGERATION,1.5
RKM50UV16VA,2337003419,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonivision Electronics Pvt Ltd.,RKM50UV16VA,5,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKL60UV16U,2337003422,20,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKL60UV16U,1,0,1.8,SONOVISION ELECTRONICS PRIVATE LIMI,1.8
RKM50UV16VA,2337003422,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKM50UV16VA,5,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKM50UV16VA,2337003423,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKM50UV16VA,8,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKY50UV16V3F,2337003423,80,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKY50UV16V3F,3,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKM50UV16VA,2337003424,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKM50UV16VA,20,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKL60UV16U,2337003425,20,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKL60UV16U,1,0,1.8,SONOVISION ELECTRONICS PRIVATE LIMI,1.8
RKL35UV16W3,2337003425,40,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKL35UV16W3,3,0,1,SONOVISION ELECTRONICS PRIVATE LIMI,1
RKY50UV16V3F,2337003425,80,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKY50UV16V3F,5,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKM50UV16VA,2337003426,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKM50UV16VA,10,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKM50UV16VA,2337003427,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKM50UV16VA,5,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKY50UV16V3F,2337003427,80,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKY50UV16V3F,5,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKM50UV16VA,2337003428,60,SBD1,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKM50UV16VA,6,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKY50UV16V3F,2337003428,80,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKY50UV16V3F,3,0,1.5,SONOVISION ELECTRONICS PRIVATE LIMI,1.5
RKL71UV16T,2337003428,100,SBD1,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sonovision Electronics Pvt Ltd.,RKL71UV16T,1,0,2.2,SONOVISION ELECTRONICS PRIVATE LIMI,2.2
RKM50UV16V,2336012501,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,Mr. J V Rao,RKM50UV16V,1,0,1.5,SREE LAXMI ENTERPRISES,1.5
RKL50UV16V,2336012541,20,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,SRI LAXMI,RKL50UV16V,10,0,1.5,SRI LAXMI NARASIMHA HVAC SYSTEMS,1.5
RKL71UV16T,2336012541,40,SBD,RA-ODU,RA,I3S,Inverter,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,SRI LAXMI,RKL71UV16T,5,0,2.2,SRI LAXMI NARASIMHA HVAC SYSTEMS,2.2
RE60UV16U2,2337003436,60,SBD1,RA-ODU,RA,N1S,Non Inv,1 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sri Menitha Aircon,RE60UV16U2,9,0,1.8,SRI MENITHA AIRCON,1.8
RL50UV16U2,2337003438,40,SBD1,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD1,RA,23-24,06) Sep,Wk 3,15/09/2023,Sri Menitha Aircon,RL50UV16U2,15,0,1.5,SRI MENITHA AIRCON,1.5
RL28UV16W1,2333014288,20,MAA,RA-ODU,RA,N3S,Non Inv,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,SS AIRCONDITIONING,RL28UV16W1,4,0,0.8,SS AIRCONDITIONING,0.8
RKM35UV16W,2333014288,130,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,SS AIRCONDITIONING,RKM35UV16W,2,0,1,SS AIRCONDITIONING,1
RKL35UV16W3,2333014288,150,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,SS AIRCONDITIONING,RKL35UV16W3,2,0,1,SS AIRCONDITIONING,1
RKL35UV16W3,2333014274,110,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,Universe Air Solution,RKL35UV16W3,4,0,1,UNIVERSE AIR SOLUTION,1
RKY35UV16W3,2329007057,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,VARDHAMAN,RKY35UV16W3,17,0,1,VARDHAMAN,1
RKY50UV16U2,2329007057,100,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,VARDHAMAN,RKY50UV16U2,8,0,1.5,VARDHAMAN,1.5
RKY35UV16W3,2329007058,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,VARDHAMAN,RKY35UV16W3,3,0,1,VARDHAMAN,1
RKY50UV16U2,2329007058,100,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,VARDHAMAN,RKY50UV16U2,12,0,1.5,VARDHAMAN,1.5
RL35UV16W1,2329007063,60,BLR,RA-ODU,RA,N3S,Non Inv,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,VARDHAMAN,RL35UV16W1,10,0,1,VARDHAMAN,1
RL50UV16V2,2329007063,120,BLR,RA-ODU,RA,N3S,Non Inv,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,VARDHAMAN,RL50UV16V2,14,0,1.5,VARDHAMAN,1.5
RKY35UV16W3,2329007076,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 3,15/09/2023,VARDHAMAN,RKY35UV16W3,10,0,1,VARDHAMAN,1
RKM50UV16VA,2333014275,100,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKM50UV16VA,3,0,1.5,VASANTH & CO,1.5
RKM50UV16VA,2333014276,40,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKM50UV16VA,5,0,1.5,VASANTH & CO,1.5
RKM50UV16VA,2333014277,60,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKM50UV16VA,1,0,1.5,VASANTH & CO,1.5
RKM50UV16VA,2333014279,20,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKM50UV16VA,1,0,1.5,VASANTH & CO,1.5
RKM50UV16VA,2333014281,60,MAA,RA-ODU,RA,I5S,Inverter,5 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKM50UV16VA,5,0,1.5,VASANTH & CO,1.5
RKL35UV16W3,2333014290,60,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKL35UV16W3,2,0,1,VASANTH & CO,1
RKL50UV16V3,2333014292,40,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKL50UV16V3,5,0,1.5,VASANTH & CO,1.5
RKL50UV16V3,2333014293,40,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKL50UV16V3,6,0,1.5,VASANTH & CO,1.5
RKY50UV16V3F,2333014298,60,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 3,15/09/2023,VASANTH & CO,RKY50UV16V3F,12,0,1.5,VASANTH & CO,1.5
RKM50UV16V,2336012505,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16V,10,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16V,2336012511,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16V,30,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16U,2336012516,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16U,8,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16U,2336012517,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16U,8,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16V,2336012519,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16V,15,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RL50UV16U2,2336012520,60,SBD,RA-ODU,RA,N3S,Non Inv,3 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RL50UV16U2,5,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16V,2336012522,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16V,20,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16V,2336012523,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16V,10,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16V,2336012524,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16V,5,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16V,2336012525,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16V,30,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RKM50UV16V,2336012526,20,SBD,RA-ODU,RA,I5S,Inverter,5 Star,1030,SBD,RA,23-24,06) Sep,Wk 3,15/09/2023,VIJAY SALES (INDIA) PRIVATE LIMITED,RKM50UV16V,25,0,1.5,VIJAY SALES (INDIA) PRIVATE LIMITED,1.5
RL28UV16W1,2332005352,20,COK,RA-ODU,RA,N3S,Non Inv,3 Star,1030,COK,RA,23-24,06) Sep,Wk 3,15/09/2023,VS COOLING SOLUTIONS,RL28UV16W1,1,0,0.8,VS COOLING SOLUTIONS,0.8
RKL50UV16V3,2332005352,60,COK,RA-ODU,RA,I3S,Inverter,3 Star,1030,COK,RA,23-24,06) Sep,Wk 3,15/09/2023,VS COOLING SOLUTIONS,RKL50UV16V3,1,0,1.5,VS COOLING SOLUTIONS,1.5
RE60UV16U2,2333014170,20,MAA,RA-ODU,RA,N1S,Non Inv,1 Star,1030,MAA,RA,23-24,06) Sep,Wk 2,14/09/2023,AFW HVAC SERVICE,RE60UV16U2,3,0,1.8,AFW HVAC SERVICE,1.8
RKL35UV16W3,2333014170,80,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 2,14/09/2023,AFW HVAC SERVICE,RKL35UV16W3,2,0,1,AFW HVAC SERVICE,1
RKL60UV16U,2329007023,30,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 2,14/09/2023,AIRCON HVAC SOLUTIONS,RKL60UV16U,4,0,1.8,AIRCON HVAC SOLUTIONS,1.8
RKL50UV16V,2329007042,20,BLR,RA-ODU,RA,I3S,Inverter,3 Star,1030,BLR,RA,23-24,06) Sep,Wk 2,14/09/2023,Aisumi India Private Limited,RKL50UV16V,1,0,1.5,AISUMI INDIA PRIVATE LIMITED,1.5
RKL50UV16V3,2333014200,20,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 2,14/09/2023,A.Ansar Alikhan,RKL50UV16V3,1,0,1.5,APPLE AIR SYSTEM PVT. LTD.,1.5
RKY50UV16V3F,2333014193,20,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 2,14/09/2023,Bharath Electronics,RKY50UV16V3F,3,0,1.5,BHARATH ELECTRONICS,1.5
RKL50UV16V3,2333014193,40,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 2,14/09/2023,Bharath Electronics,RKL50UV16V3,3,0,1.5,BHARATH ELECTRONICS,1.5
RKL35UV16W3,2333014193,60,MAA,RA-ODU,RA,I3S,Inverter,3 Star,1030,MAA,RA,23-24,06) Sep,Wk 2,14/09/2023,Bharath Electronics,RKL35UV16W3,2,0,1,BHARATH ELECTRONICS,1
RKL50UV16V3,2332005314,20,COK,RA-ODU,RA,I3S,Inverter,3 Star,1030,COK,RA,23-24,06) Sep,Wk 2,14/09/2023,Bismi Connect Pvt. Ltd.,RKL50UV16V3,5,0,1.5,BISMI CONNECT PVT. LTD.,1.5
RKL50UV16V3,2332005322,20,COK,RA-ODU,RA,I3S,Inverter,3 Star,1030,COK,RA,23-24,06) Sep,Wk 2,14/09/2023,Bismi Connect Pvt. Ltd.,RKL50UV16V3,25,0,1.5,BISMI CONNECT PVT. LTD.,1.5
